run,operation,started,time,status,label,algo,clip-param,env-name,lr,max-grad-norm,network-size,num-env-steps,num-processes,save-name,task-id,world-path,step,Episode_rewards,Opening_rate_per_envstep,Opening_rate_per_update,Value_loss,action_loss,dist_entropy_loss,rollout_reward/max,rollout_reward/mean,rollout_reward/min,rollout_reward/variance,rollout_value/max,rollout_value/mean,rollout_value/min,rollout_value/variance
9ec375ca,lr_size_clip_opt_hnppo_lever,2022-08-05 06:17:18,4:17:28,completed,algo=hnppo clip-param=0.43798 env-name=doorenv-v0 lr=0.01065 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.43798268101447063,doorenv-v0,0.010651526520753596,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,7841.41064453125,0.0,0.0,0.01413680985569954,0.003733345540240407,9.840453147888184,0.22146977484226227,0.014565427787601948,-1.0725144147872925,0.0005106051685288548,3.4171926975250244,2.0866596698760986,-0.49548569321632385,0.3650556802749634
75c6b19a,lr_size_clip_opt_hnppo_lever,2022-08-05 02:04:58,4:12:12,completed,algo=hnppo clip-param=0.36089 env-name=doorenv-v0 lr=0.01186 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.36089439681305097,doorenv-v0,0.011861960630227854,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,6150.10986328125,0.0,0.0,0.012778193689882755,0.005160188302397728,10.17285442352295,0.24628087878227234,0.015082002617418766,-1.020546793937683,0.0005029242020100355,2.9764347076416016,2.054112434387207,0.1613861322402954,0.19818919897079468
074be980,lr_size_clip_opt_hnppo_lever,2022-08-04 21:49:26,4:15:25,completed,algo=hnppo clip-param=0.32873 env-name=doorenv-v0 lr=0.00965 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.3287358083276334,doorenv-v0,0.009656215270427385,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,6598.33837890625,0.0,0.0,0.01710444502532482,0.004545326344668865,9.215079307556152,0.26533088088035583,0.01611398346722126,-1.0263975858688354,0.0005052426131442189,2.9977304935455322,2.0386319160461426,-0.5609966516494751,0.1739693284034729
0c0d356c,lr_size_clip_opt_hnppo_lever,2022-08-04 17:32:35,4:16:44,completed,algo=hnppo clip-param=0.33844 env-name=doorenv-v0 lr=0.00825 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.33844433500201787,doorenv-v0,0.00825916537817776,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,5068.4013671875,0.0,0.0,0.012317584827542305,0.0025605568662285805,9.697759628295898,0.2549947202205658,0.014035232365131378,-1.122389316558838,0.0004982576356269419,3.156508445739746,1.9795405864715576,0.31653261184692383,0.15195830166339874
57b32674,lr_size_clip_opt_hnppo_lever,2022-08-04 13:20:15,4:12:11,completed,algo=hnppo clip-param=0.23292 env-name=doorenv-v0 lr=0.01303 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.2329261490681546,doorenv-v0,0.013032396299023767,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,8881.4921875,0.0,0.0,0.018225213512778282,0.010288744233548641,10.823713302612305,0.20435644686222076,0.014720767736434937,-1.0633022785186768,0.0005234431009739637,3.293942928314209,2.0724892616271973,-0.4792577624320984,0.4888157844543457
26d848ad,lr_size_clip_opt_hnppo_lever,2022-08-04 09:10:28,4:09:40,completed,algo=hnppo clip-param=0.30126 env-name=doorenv-v0 lr=0.00358 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.3012661421547634,doorenv-v0,0.0035873061328459085,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,3176.322998046875,0.0,0.0,0.010239136405289173,0.0004913824377581477,8.670761108398438,0.16340264678001404,0.010409909300506115,-1.0753486156463623,0.0005132056539878249,2.3698832988739014,1.581218957901001,0.31589773297309875,0.1121811717748642
8c98a41f,lr_size_clip_opt_hnppo_lever,2022-08-04 05:02:49,4:07:32,completed,algo=hnppo clip-param=0.27657 env-name=doorenv-v0 lr=0.01023 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.2765790422636768,doorenv-v0,0.010233029241631202,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,6976.1064453125,0.0,0.0,0.013768406584858894,0.005187805276364088,9.837540626525879,0.24797554314136505,0.015240553766489029,-1.08384370803833,0.000499504676554352,3.1802282333374023,2.232104778289795,0.1422363519668579,0.21915745735168457
ea904648,lr_size_clip_opt_hnppo_lever,2022-08-04 01:23:21,3:39:20,completed,algo=hnppo clip-param=0.34910 env-name=doorenv-v0 lr=0.00030 max-grad-norm=0.0001 network-size='64 64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.34910848859285865,doorenv-v0,0.0003023153037207126,0.0001,64 64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,2386.458984375,0.0,0.0,0.023330848664045334,-0.0002525933086872101,8.626317024230957,0.2014879733324051,0.005682413466274738,-1.0417143106460571,0.0005222453619353473,0.7674834728240967,0.5132256150245667,-0.31229469180107117,0.008953227661550045
f14b96d1,lr_size_clip_opt_hnppo_lever,2022-08-03 21:09:20,4:13:54,completed,algo=hnppo clip-param=0.48350 env-name=doorenv-v0 lr=0.01075 max-grad-norm=0.0001 network-size='64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.4835068068022688,doorenv-v0,0.010757119162275092,0.0001,64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,6471.49755859375,0.0,0.0,0.015663888305425644,0.0054567125625908375,9.173704147338867,0.24355058372020721,0.015802675858139992,-1.046231746673584,0.0005132017540745437,3.060703992843628,2.1239845752716064,-0.4409449100494385,0.19472339749336243
451dc014,lr_size_clip_opt_hnppo_lever,2022-08-03 16:38:33,4:30:36,completed,algo=hnppo clip-param=0.49644 env-name=doorenv-v0 lr=0.01212 max-grad-norm=0.0001 network-size='64 64 64' num-env-steps=4000000 num-processes=8 save-name=hnppo-lr_size_clip_opt-lever task-id=0 world-path=/…/lever_blue_floatinggripper,hnppo,0.496442120837777,doorenv-v0,0.01212689670325138,0.0001,64 64 64,4000000,8,hnppo-lr_size_clip_opt-lever,0,/home/philemon.schoepf/schoepf-bachelor-thesis/DoorGym/world_generator/world/lever_blue_floatinggripper/,121,1612.8846435546875,0.0,0.0,0.02446773461997509,0.005355858244001865,9.196032524108887,0.14992496371269226,0.008095482364296913,-1.1502275466918945,0.0005032686167396605,3.5044567584991455,1.3188987970352173,-0.5859655737876892,1.1423864364624023
